manzana_code,number_buildings_sampling,prior_unw_crime2_num,prior_w_crime_num_std,order_id,survey_id,respondent_type,physical_abuse_police,physical_abuse_military,verbal_abuse_police,verbal_abuse_military,age,date,d_seen_police,d_seen_military,d_interacting_police,d_interacting_military,d_idchecking_police,d_idchecking_military,d_arresting_police,d_arresting_military,treatment,area,bat_min,cai_min,ptr_min,iweight,barrio_code,gender,abuse_police,abuse_military
7600110000000018140820,12.0,0.0,-0.4307519793510437,4,48814,2,0,0,0,0,26,2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,884.864501953125,393.449692201803,1514.72705978363,1812.47675667866,1.583949327468872,25,1,0.0,0.0
7600110000000018140821,18.0,1.0,1.3190566301345825,4,10164,2,0,0,0,0,18,2019-12-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3965.484375,362.027000359556,1509.40433096582,1759.02258456774,12.931035041809082,25,0,0.0,0.0
7600110000000018140823,8.0,0.0,-0.4307519793510437,4,490104,2,0,0,0,0,22,2019-12-16,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,956.8722534179688,346.005675629857,1500.54603463383,1705.20922781053,1.6304347515106201,25,1,0.0,0.0
7600110000000018140825,19.0,0.0,-0.4307519793510437,2,491102,2,0,0,0,0,58,2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1492.62060546875,582.574315718553,1424.6141058451,1896.84920386526,1.421800971031189,25,1,0.0,0.0
7600110000000018140833,11.0,0.0,-0.4307519793510437,3,66423,2,0,0,0,0,31,2019-12-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.24461364746094,824.175540267613,1244.81691269982,1815.00256176384,1.7605633735656738,2,1,0.0,0.0
7600110000000018140834,9.0,0.0,-0.4307519793510437,3,10243,2,0,0,0,0,30,2019-12-10,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2070.158447265625,716.153045331847,1375.25661419027,1928.29169970481,11.194029808044434,25,1,0.0,0.0
7600110000000018140836,55.0,0.0,0.7433217167854309,2,10342,2,0,0,0,0,40,2019-12-10,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4738.0537109375,692.126615355462,1407.94419807594,1957.3102180187,14.999999046325684,25,0,0.0,0.0
7600110000000018140837,24.0,0.0,-0.4307519793510437,4,49434,2,0,0,0,0,60,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2266.03271484375,621.118281984734,1369.89710826955,1868.28005446435,1.7647058963775635,25,1,0.0,0.0
7600110000000018140840,,0.0,-0.4307519793510437,3,10453,2,0,0,0,0,34,2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,499.0550231933594,436.162965972283,1519.9718648894,1867.7718108711,11.029411315917969,25,0,0.0,0.0
7600110000000018140903,12.0,0.0,-0.4307519793510437,1,66631,2,0,0,0,0,41,2019-12-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.6982421875,577.862599933191,1366.40200322399,1815.23754235189,6.637167930603027,25,1,0.0,0.0
