manzana,prop_treatment,sum_distance_t_exp_std,sum_distance_t_lin_std,prior_unw_crime2_num,prior_w_crime_num_std,robberies_num,homicides_num,drugdeal_num,wbearing_num,unw_crime_num,viol_num,nonviol_num,iweight,number_buildings_sampling,area,bat_min,cai_min,ptr_min,w_crime_num_std,cum_all_w_crime_num,cum_all_unw_crime_num,cum_all_viol_num,cum_all_nonviol_num,cum_all_robberies_num,cum_all_homicides_num,cum_all_drugdeal_num,cum_all_wbearing_num,block_age,block_educ,block_pct_male,treatment,barrio_code,armed_robberies_num,thefts_num,id_treat
7600110000000018010102,0.0,-0.9962453842163086,-1.0105717182159424,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.494505405426025,69.0,12218.466796875,239.37930637251,1738.38995357356,1503.53473255536,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,11.375,0.25,0.0,22,0.0,0.0,0.0
7600110000000018010104,0.2857142984867096,-0.3012866973876953,0.20524773001670837,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6519824266433716,31.0,2254.51220703125,307.228093043612,1555.23614326088,1438.57734947994,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42856979370117,12.0,0.4285714030265808,2.0,25,0.0,0.0,0.0
7600110000000018010105,0.4444444477558136,-0.16299237310886383,0.6929696202278137,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5368852615356445,23.0,4067.5751953125,244.853846769416,1562.81120273993,1557.07910706389,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57143020629883,12.0,0.2857142686843872,2.0,25,0.0,0.0,0.0
7600110000000018010106,0.10000000149011612,-0.7253684401512146,-0.6496114730834961,1.0,-0.0584522970020771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467710256576538,36.0,5598.47900390625,155.209328804525,1696.19113507596,1573.42654940669,-0.2839009463787079,0.07072492688894272,1.0,0.0,1.0,1.0,0.0,0.0,0.0,57.28571319580078,12.142857551574707,0.1428571343421936,2.0,25,0.0,0.0,0.0
7600110000000018010109,0.2222222238779068,0.034622494131326675,1.1229103803634644,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5212981700897217,33.0,4048.65869140625,307.822466915766,1554.36431126768,1760.22203125023,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71428680419922,11.285714149475098,0.7142857313156128,2.0,25,0.0,0.0,0.0
7600110000000018010111,0.0,-0.7640944123268127,-0.8348217010498047,1.0,-0.0584522970020771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6231884956359863,55.0,7801.02197265625,100.701210003831,1733.97399404128,1751.03559041186,-0.2839009463787079,0.07072492688894272,1.0,0.0,1.0,1.0,0.0,0.0,0.0,61.57143020629883,9.428571701049805,0.1428571343421936,0.0,25,0.0,0.0,0.0
7600110000000018010112,0.1666666716337204,-0.3572457432746887,-0.05578579008579254,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9181585311889648,18.0,2128.66015625,255.497175241921,1648.11564692545,1847.30385761944,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57143020629883,11.714285850524902,0.2857142686843872,2.0,25,0.0,0.0,0.0
7600110000000018010113,0.2222222238779068,-0.2095065414905548,0.40516719222068787,1.0,1.3190566301345825,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6778522729873657,22.0,3120.9111328125,320.091943135481,1611.14781874596,1865.74736386677,0.7412254810333252,0.3324071764945984,1.0,1.0,0.0,0.0,1.0,0.0,0.0,42.28571319580078,12.571428298950195,0.1428571343421936,2.0,25,0.0,1.0,0.0
7600110000000018010115,0.10000000149011612,-0.21200528740882874,0.25854164361953735,1.0,1.3190566301345825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71875,23.0,3923.5556640625,314.951401128892,1580.90634013692,1817.81985368888,-0.2839009463787079,0.3324071764945984,1.0,1.0,0.0,0.0,1.0,0.0,0.0,54.28571319580078,10.0,0.1428571343421936,1.0,25,0.0,0.0,1.0
7600110000000018010118,0.1666666716337204,-0.5494282841682434,0.04758355766534805,0.0,-0.4307519793510437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734104037284851,7.0,661.4520874023438,423.18067434736,1564.17667766667,1304.27257967679,-0.2839009463787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57143020629883,10.285714149475098,0.4285714030265808,2.0,25,0.0,0.0,0.0
